Street,Raw_Title,Number_of_Rooms,Price,Size_m2,District,URL,Latitude,Longitude,Dist_to_Metro_km,Nearest_Metro,District_Clean
Marywilska,"Mieszkanie umeblowane, ul. Marywilska",2.0,2600.0,35.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26578524.html",52.3157752,20.999823,3.22,M2 - Bródno,Białołęka
Apartament 3-pokojowy Warszawa,Apartament 3-pokojowy Warszawa,3.0,3250.0,47.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-w-zabudowie/26625330.html",,,,,Żoliborz
Rumiana,"Mieszkanie z kominkiem, ul. Rumiana",5.0,10000.0,160.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26534650.html",52.1735791,21.0767513,3.37,M1 - Stokłosy,Wilanów
Przasnyska,"Mieszkanie 3-pokojowe, ul. Przasnyska",3.0,3500.0,48.0,Sady Żoliborskie,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26432222.html",52.2617286,20.9673216,1.16,M1 - Marymont,Żoliborz
Jana III Sobieskiego,"Mieszkanie umeblowane, ul. Jana III Sobieskiego",2.0,10900.0,115.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26532477.html",52.1821697,21.055142,2.19,M1 - Wilanowska,Mokotów
Igańska,"Mieszkanie umeblowane, ul. Igańska",3.0,4950.0,64.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26535442.html",52.2433523,21.0868233,2.98,M2 - Stadion Narodowy,Praga-Południe
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2800.0,60.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26529002.html",,,,,Praga-Południe
Nakielska,"Apartament z miejscem parkingowym, ul. Nakielska",2.0,4750.0,43.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26033460.html",52.2305008,20.9398432,1.02,M2 - Księcia Janusza,Wola
Dzielna,"Kawalerka na parterze, ul. Dzielna",1.0,2950.0,26.7,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26545866.html",52.2451197,20.9881414,0.9,M1 - Ratusz Arsenał,Wola
Korkowa,"Mieszkanie dwupoziomowe, ul. Korkowa",4.0,3900.0,84.0,Wawer,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-oddzielna-kuchnia/26619949.html",52.2404763,21.1588241,7.89,M2 - Targówek Mieszkaniowy,Wawer
Pokorna,"Mieszkanie umeblowane, ul. Pokorna",3.0,8000.0,80.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26442683.html",52.2548097,20.993034,0.34,M1 - Dworzec Gdański,Śródmieście
Czechowicka,"Mieszkanie umeblowane, ul. Czechowicka",3.0,3800.0,75.0,Gocławek,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26389931.html",52.237491,21.1234222,5.55,M2 - Stadion Narodowy,Praga-Południe
Chmielna,"Mieszkanie z miejscem parkingowym, ul. Chmielna",3.0,11000.0,85.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26588175.html",52.2283179,20.9964806,0.56,M2 - Rondo ONZ,Śródmieście
Huculska,"Mieszkanie umeblowane, ul. Huculska",3.0,3800.0,60.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26650258.html",52.2011909,21.0282553,1.12,M1 - Racławicka,Mokotów
Janusza,"Mieszkanie umeblowane, ul. Janusza",3.0,3099.0,50.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26650275.html",52.2391822,20.9443771,0.04,M2 - Księcia Janusza,Wola
Krochmalna,"Apartament 2-pokojowy, ul. Krochmalna",2.0,7000.0,44.0,Mirów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26416116.html",52.2355906,20.9868433,0.71,M2 - Rondo Daszyńskiego,Śródmieście
Nowy Służewiec,"Apartament 2-pokojowy, ul. Nowy Służewiec",2.0,3400.0,39.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26624448.html",52.1705556,20.9808333,3.03,M1 - Służew,Ursynów
Sarmacka,"Mieszkanie umeblowane, ul. Sarmacka",4.0,10000.0,105.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25696318.html",52.1579934,21.0810414,2.58,M1 - Imielin,Wilanów
Apartament z ogródkiem,Apartament z ogródkiem,2.0,5500.0,45.41,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26086816.html",,,,,Mokotów
Podchorążych,"Apartament z garażem, ul. Podchorążych",4.0,25000.0,136.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/25174532.html",52.207689,21.0464314,2.49,M1 - Politechnika,Mokotów
Lazurowa,"Mikrokawalerka z oddzielną kuchnią, ul. Lazurowa",3.0,1800.0,14.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26159623.html",52.222438,20.8963416,2.09,M2 - Bemowo,Bemowo
Leszczyńska,"Apartament z garażem, ul. Leszczyńska",2.0,9000.0,67.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/25605794.html",52.2402954,21.0245247,0.48,M2 - Centrum Nauki Kopernik,Śródmieście
Aleja Wilanowska,"Apartament z garażem, Aleja Wilanowska",3.0,5500.0,100.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26623328.html",52.1698941,21.0671001,2.59,M1 - Stokłosy,Wilanów
Wolfkego,"Mieszkanie umeblowane, ul. Wolfkego",2.0,2350.0,40.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26420219.html",52.2569128,20.9264843,2.0,M2 - Ulrychów,Bemowo
Żeromskiego,"Apartament 2-pokojowy, ul. Żeromskiego",2.0,3500.0,44.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24017732.html",52.1468038,21.250753,12.74,M1 - Kabaty,Bielany
Sobolewska,"Mieszkanie z ogródkiem, ul. Sobolewska",3.0,4800.0,95.0,Sadyba,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26634161.html",52.1897713,21.0645752,3.01,M1 - Wilanowska,Mokotów
Heroldów,"Mieszkanie umeblowane, ul. Heroldów",1.0,2600.0,38.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,przy-lesie/25393116.html",52.3056239,20.9330302,1.67,M1 - Młociny,Bielany
Goleszowska,"Apartament z miejscem parkingowym, ul. Goleszowska",2.0,4500.0,45.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/25878335.html",52.2244993,20.9407157,1.66,M2 - Księcia Janusza,Wola
Olimpijska,"Mieszkanie umeblowane, ul. Olimpijska",3.0,10000.0,120.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25676392.html",52.1937035,20.9940599,1.37,M1 - Racławicka,Mokotów
Kolejowa,"Apartament z garażem, ul. Kolejowa",3.0,5500.0,64.0,Czyste,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26649911.html",52.2264301,20.9843274,0.34,M2 - Rondo Daszyńskiego,Wola
Zielone Zacisze,"Mieszkanie umeblowane, ul. Zielone Zacisze",2.0,2800.0,55.0,Zacisze,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26650240.html",52.2860956,21.0518703,0.47,M2 - Zacisze,Zacisze
Styki,"Mieszkanie umeblowane, ul. Styki",5.0,14000.0,175.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m5,z-kuchnia-z-oknem/26649957.html",52.234362,21.0568843,1.72,M2 - Stadion Narodowy,Praga-Południe
Kochanowskiego,"Mieszkanie umeblowane, ul. Kochanowskiego",2.0,2900.0,48.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26400517.html",52.2678489,20.9483842,1.25,M1 - Słodowiec,Bielany
Kasprzaka,"Apartament z garażem, ul. Kasprzaka",2.0,3000.0,38.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26629041.html",52.2270997,20.9492441,1.41,M2 - Księcia Janusza,Wola
Chodecka,"Mieszkanie umeblowane, ul. Chodecka",2.0,2800.0,40.0,Targówek,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26512352.html",52.2906519,21.0412223,0.28,M2 - Kondratowicza,Targówek
Grzybowska,"Apartament 3-pokojowy, ul. Grzybowska",3.0,7500.0,56.0,Za Żelazną Bramą,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26646336.html",52.2355815,20.9954807,0.4,M2 - Rondo ONZ,Śródmieście
Nowolipki,"Mieszkanie umeblowane, ul. Nowolipki",2.0,2700.0,44.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26567898.html",52.2468359,20.9974584,0.39,M1 - Ratusz Arsenał,Wola
Mieszkanie umeblowane,Mieszkanie umeblowane,3.0,4600.0,55.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26650125.html",,,,,Wola
Wspólna,"Mieszkanie umeblowane, ul. Wspólna",2.0,3900.0,40.6,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26649906.html",52.2276295,21.0163289,0.54,M1 - Centrum,Śródmieście
Krucza,"Mieszkanie umeblowane, ul. Krucza",2.0,4500.0,55.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26553777.html",52.2320568,21.0159147,0.38,M1 - Centrum,Śródmieście
Lazurowa,"Mieszkanie 2-pokojowe, ul. Lazurowa",2.0,3500.0,41.56,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26615782.html",52.222438,20.8963416,2.09,M2 - Bemowo,Bemowo
Mieszkanie umeblowane,Mieszkanie umeblowane,1.0,2690.0,37.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26535868.html",,,,,Ursynów
Kawalerka umeblowana,Kawalerka umeblowana,1.0,2500.0,27.5,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-kuchnia-z-oknem/26523295.html",,,,,Praga-Północ
Lazurowa,"Mieszkanie umeblowane, ul. Lazurowa",3.0,4300.0,60.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26642816.html",52.222438,20.8963416,2.09,M2 - Bemowo,Bemowo
Aleje Jerozolimskie,"Mieszkanie umeblowane, Aleje Jerozolimskie",2.0,3000.0,43.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/24280742.html",52.2163542,20.9608778,1.96,M2 - Płocka,Ochota
Fasolowa,"Mieszkanie umeblowane, ul. Fasolowa",3.0,2900.0,68.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26650119.html",52.1988296,20.9102786,4.41,M2 - Bemowo,Włochy
Bednarska,"Mieszkanie umeblowane, ul. Bednarska",2.0,6900.0,91.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26577839.html",52.2458384,21.0205035,0.96,M2 - Centrum Nauki Kopernik,Śródmieście
Książkowa,"Mieszkanie umeblowane, ul. Książkowa",3.0,2990.0,67.7,Tarchomin,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/24739463.html",52.3285976,20.948692,4.41,M1 - Młociny,Białołęka
Jagiellońska,"Apartament z garażem, ul. Jagiellońska",2.0,3999.0,45.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26624356.html",52.2652172,21.0210264,1.52,M2 - Dworzec Wileński,Praga-Północ
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,3.0,8200.0,72.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/25722831.html",,,,,Wola
Kasprzaka,"Apartament z miejscem parkingowym, ul. Kasprzaka",4.0,10500.0,94.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26095647.html",52.2270997,20.9492441,1.41,M2 - Księcia Janusza,Wola
Marszałkowska,"Mieszkanie umeblowane, ul. Marszałkowska",3.0,10000.0,87.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26629828.html",52.2280455,21.0126388,0.36,M1 - Centrum,Śródmieście
Pieskowa Skała,"Apartament z garażem, ul. Pieskowa Skała",3.0,4900.0,61.0,Wyczółki,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26594677.html",52.1606638,20.9963807,2.1,M1 - Ursynów,Ursynów
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,2.0,3300.0,50.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26630453.html",,,,,Praga-Południe
Franciszkańska,"Mieszkanie 3-pokojowe, ul. Franciszkańska",3.0,5500.0,58.3,Nowe Miasto,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/25949065.html",52.2525429,21.0041151,0.78,M1 - Dworzec Gdański,Śródmieście
Mielczarskiego,"Mieszkanie umeblowane, ul. Mielczarskiego",2.0,4500.0,70.0,Kabaty,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26637318.html",52.1291509,21.0604177,0.46,M1 - Kabaty,Ursynów
Złota,"Apartament z miejscem parkingowym, ul. Złota",2.0,19000.0,120.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26516389.html",52.2303973,20.9998686,0.29,M2 - Rondo ONZ,Śródmieście
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2300.0,28.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26613149.html",,,,,Śródmieście
Wybrzeże Kościuszkowskie,"Apartament z garażem, ul. Wybrzeże Kościuszkowskie",3.0,11500.0,93.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25423207.html",52.2358771,21.0373468,0.65,M2 - Centrum Nauki Kopernik,Śródmieście
Apartamentowa,"Mieszkanie umeblowane, ul. Apartamentowa",2.0,2500.0,58.0,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26244269.html",52.1941351,20.9069686,4.94,M2 - Bemowo,Ursus
Mieszkanie z garażem Warszawa,Mieszkanie z garażem Warszawa,3.0,4000.0,89.0,Sadyba,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26379130.html",,,,,Mokotów
Gizów,"Apartament 2-pokojowy, ul. Gizów",2.0,3700.0,44.8,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26649837.html",52.2254855,20.9449757,1.54,M2 - Księcia Janusza,Wola
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,3.0,3800.0,81.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26649613.html",,,,,Ochota
Nowodworska,"Mieszkanie umeblowane, ul. Nowodworska",2.0,2400.0,40.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-domu-wielorodzinnym,przy-lesie/26650149.html",52.3222137,20.9394185,3.56,M1 - Młociny,Białołęka
Żupnicza,"Apartament z garażem, ul. Żupnicza",3.0,4299.0,64.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,przy-lesie/26546908.html",52.2533408,21.0707312,1.95,M2 - Stadion Narodowy,Praga-Południe
Kierbedzia,"Apartament z ogródkiem, ul. Kierbedzia",2.0,5000.0,52.0,Sielce,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26619887.html",52.2492735,21.021981,1.02,M2 - Dworzec Wileński,Mokotów
Grottgera,"Mieszkanie umeblowane, ul. Grottgera",3.0,7800.0,83.0,Sielce,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25860200.html",52.2053774,21.0301392,1.43,M1 - Racławicka,Mokotów
Łucka,"Kawalerka umeblowana, ul. Łucka",1.0,2400.0,25.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25215249.html",52.2326885,20.9898553,0.53,M2 - Rondo Daszyńskiego,Wola
Okólnik,"Mieszkanie 3-pokojowe, ul. Okólnik",3.0,4650.0,61.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26473140.html",52.2354923,21.0219326,0.32,M2 - Nowy Świat-Uniwersytet,Śródmieście
Krzemieniecka,"Mikrokawalerka z miejscem parkingowym, ul. Krzemieniecka",1.0,2510.0,18.91,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-aneksem-kuchennym/26527370.html",52.275123,20.9668744,0.41,M1 - Marymont,Bielany
Cybernetyki,"Mieszkanie umeblowane, ul. Cybernetyki",2.0,3700.0,38.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26600156.html",52.1772752,20.9903564,2.28,M1 - Wilanowska,Mokotów
Ludwiki,"Apartament z garażem, ul. Ludwiki",4.0,14500.0,120.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26401435.html",52.2301091,20.960766,0.6,M2 - Płocka,Wola
Korotyńskiego,"Mieszkanie umeblowane, ul. Korotyńskiego",2.0,2300.0,37.6,Rakowiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26624271.html",52.2005016,20.9747975,2.44,M1 - Pole Mokotowskie,Ochota
Kartograficzna,"Mieszkanie 3-pokojowe, ul. Kartograficzna",3.0,2700.0,57.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25279760.html",52.312722,21.0662095,3.27,M2 - Kondratowicza,Białołęka
Jurajska,"Apartament z ogródkiem, ul. Jurajska",2.0,3100.0,41.0,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26649487.html",52.1624311,20.9947822,2.2,M1 - Ursynów,Ursynów
Gersona,"Mieszkanie umeblowane, ul. Gersona",4.0,7100.0,109.0,Śliwice,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,przy-lesie/26630041.html",52.2788557,21.0132056,1.87,M2 - Bródno,Praga-Północ
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,3200.0,39.5,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24785958.html",,,,,Bielany
Waliców,"Apartament z garażem, ul. Waliców",4.0,23600.0,120.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26284305.html",52.2342516,20.9927584,0.48,M2 - Rondo ONZ,Wola
Narwik,"Mieszkanie umeblowane, ul. Narwik",3.0,3900.0,73.11,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard,nad-jeziorem/26224423.html",52.2419989,20.8965613,1.16,M2 - Bemowo,Bemowo
Słomińskiego,"Apartament 2-pokojowy, ul. Słomińskiego",2.0,2900.0,37.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26643058.html",52.2593955,21.0055051,0.7,M1 - Dworzec Gdański,Śródmieście
Herbu Oksza,"Mieszkanie 2-pokojowe, ul. Herbu Oksza",2.0,2990.0,41.0,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26630233.html",52.2006003,20.8866558,4.56,M2 - Bemowo,Ursus
Wagonowa,"Apartament z garażem, ul. Wagonowa",2.0,3200.0,31.83,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26472858.html",52.191912,20.9547715,4.01,M1 - Racławicka,Włochy
Mińska,"Mieszkanie umeblowane, ul. Mińska",2.0,2400.0,28.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26602742.html",52.2495627,21.0642366,1.41,M2 - Stadion Narodowy,Praga-Południe
Pejzażowa,"Apartament z garażem, ul. Pejzażowa",3.0,4200.0,70.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26559448.html",52.1808371,21.0281928,0.34,M1 - Wilanowska,Mokotów
Pożaryskiego,"Apartament z garażem, ul. Pożaryskiego",3.0,4400.0,83.0,Wawer,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26624381.html",52.2136818,21.1603541,8.81,M2 - Stadion Narodowy,Wawer
Rodła,"Mieszkanie umeblowane, ul. Rodła",3.0,3000.0,74.0,Bemowo Lotnisko,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26650071.html",52.2643753,20.9170917,2.8,M1 - Wawrzyszew,Bemowo
Wałbrzyska,"Mieszkanie umeblowane, ul. Wałbrzyska",1.0,2750.0,29.41,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,przy-lesie/26537176.html",52.1731718,21.0207173,0.3,M1 - Służew,Mokotów
Apartament z garażem,Apartament z garażem,2.0,3600.0,40.0,Kamionek,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26391776.html",,,,,Praga-Południe
Aleja Polski Walczącej,"Apartament z garażem, Aleja Polski Walczącej",3.0,6400.0,65.0,Siekierki,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26649678.html",52.205617,21.0640358,3.61,M1 - Racławicka,Mokotów
Grochowska,"Apartament z garażem, ul. Grochowska",3.0,4000.0,55.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26425098.html",52.2363948,21.1220239,5.49,M2 - Stadion Narodowy,Praga-Południe
Wyględowska,"Mieszkanie 2-pokojowe, ul. Wyględowska",2.0,4100.0,51.59,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26649888.html",52.1934652,20.9846612,1.98,M1 - Racławicka,Mokotów
Grzybowska,"Apartament 3-pokojowy, ul. Grzybowska",3.0,10000.0,85.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/24868791.html",52.2355815,20.9954807,0.4,M2 - Rondo ONZ,Śródmieście
Idzikowskiego,"Apartament 2-pokojowy, ul. Idzikowskiego",2.0,4400.0,60.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26517096.html",52.1920216,21.0416481,1.64,M1 - Wierzbno,Mokotów
Nowogrodzka,"Mieszkanie 2-pokojowe, ul. Nowogrodzka",2.0,3800.0,53.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26583025.html",52.2269479,21.0037753,0.65,M1 - Centrum,Śródmieście
Sonaty,"Mieszkanie umeblowane, ul. Sonaty",3.0,5100.0,81.0,Służew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26466647.html",52.1717581,21.0291836,0.3,M1 - Służew,Mokotów
Krzemieniecka,"Mikrokawalerka z miejscem parkingowym, ul. Krzemieniecka",1.0,2590.0,19.62,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26649038.html",52.275123,20.9668744,0.41,M1 - Marymont,Bielany
Grochowska,"Apartament 2-pokojowy, ul. Grochowska",2.0,2600.0,38.98,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26567766.html",52.2363948,21.1220239,5.49,M2 - Stadion Narodowy,Praga-Południe
Grzybowska,"Apartament z garażem, ul. Grzybowska",4.0,27500.0,130.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26068437.html",52.2355815,20.9954807,0.4,M2 - Rondo ONZ,Wola
Hoża,"Apartament z garażem, ul. Hoża",3.0,9000.0,82.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/25838214.html",52.2244348,21.0060464,0.79,M1 - Centrum,Śródmieście
Suwalska,"Mieszkanie umeblowane, ul. Suwalska",3.0,3000.0,47.5,Bródno,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26596923.html",52.2955963,21.0284675,0.31,M2 - Bródno,Bródno
Bokserska,"Apartament z garażem, ul. Bokserska",2.0,3700.0,40.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,przy-lesie/26633253.html",52.1675394,21.0063885,1.39,M1 - Służew,Mokotów
Rembielińska,"Mieszkanie umeblowane, ul. Rembielińska",1.0,2000.0,30.1,Bródno,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-kuchnia-z-oknem/26645304.html",52.289709,21.0298246,0.35,M2 - Bródno,Bródno
Ogrodowa,"Apartament z garażem, ul. Ogrodowa",2.0,4500.0,38.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/25272710.html",52.2395897,20.9912769,0.85,M1/M2 - Świętokrzyska,Wola
Leszno,"Mieszkanie 3-pokojowe, ul. Leszno",3.0,5700.0,77.5,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26271686.html",52.2376407,20.9752674,0.7,M2 - Płocka,Wola
Niedźwiedzia,"Apartament 5-pokojowy, ul. Niedźwiedzia",5.0,16500.0,181.0,Służewiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m5,z-oddzielna-kuchnia/26649886.html",52.1763736,21.0249961,0.43,M1 - Służew,Mokotów
Krzemieniecka,"Apartament z miejscem parkingowym, ul. Krzemieniecka",3.0,4980.0,66.48,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26649777.html",52.275123,20.9668744,0.41,M1 - Marymont,Bielany
Okopowa,"Mieszkanie 3-pokojowe, ul. Okopowa",3.0,6500.0,71.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26649340.html",52.2399775,20.9774655,0.99,M2 - Płocka,Wola
