Street,Raw_Title,Number_of_Rooms,Price,Size_m2,District,URL,Latitude,Longitude,Dist_to_Metro_km,Nearest_Metro,District_Clean
Leszczyńska,"Apartament z garażem, ul. Leszczyńska",3.0,7000.0,83.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26618484.html",52.2402954,21.0245247,0.48,M2 - Centrum Nauki Kopernik,Śródmieście
Gagarina,"Apartament 2-pokojowy, ul. Gagarina",2.0,3500.0,56.5,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26649887.html",52.2070879,21.0327453,1.68,M1 - Racławicka,Mokotów
Chłodna,"Mieszkanie umeblowane, ul. Chłodna",2.0,2800.0,26.2,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26649278.html",52.2358993,20.9830225,0.72,M2 - Rondo Daszyńskiego,Wola
Stanisława Augusta,"Apartament z miejscem parkingowym, ul. Stanisława Augusta",4.0,13000.0,110.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/25664318.html",52.2449165,21.073432,2.05,M2 - Stadion Narodowy,Praga-Południe
Jutrzenki,"Mieszkanie umeblowane, ul. Jutrzenki",2.0,2999.0,45.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26624404.html",52.2177147,21.2318735,13.27,M2 - Stadion Narodowy,Ochota
Niecała,"Apartament z garażem, ul. Niecała",3.0,20000.0,153.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/25691133.html",52.2423627,21.008645,0.55,M1 - Ratusz Arsenał,Śródmieście
Złota,"Mieszkanie umeblowane, ul. Złota",2.0,4830.0,41.43,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26578017.html",52.2303973,20.9998686,0.29,M2 - Rondo ONZ,
Domaniewska,"Mieszkanie umeblowane, ul. Domaniewska",1.0,2250.0,34.0,Ksawerów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-w-zabudowie/26649799.html",52.183472,21.0129242,0.76,M1 - Wierzbno,Mokotów
Rakowska,"Mieszkanie 2-pokojowe, ul. Rakowska",2.0,3600.0,42.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26545865.html",52.1970561,20.9519296,4.04,M1 - Pole Mokotowskie,Włochy
Kawalerka z oddzielną kuchnią Warszawa,Kawalerka z oddzielną kuchnią Warszawa,1.0,2700.0,26.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26649223.html",,,,,Praga-Południe
Apartament 2-pokojowy Warszawa,Apartament 2-pokojowy Warszawa,2.0,3800.0,44.0,Stegny,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26416584.html",,,,,Mokotów
Fregaty,"Apartament z garażem, ul. Fregaty",2.0,4600.0,63.3,Marina Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26542604.html",52.1949087,20.9878846,1.73,M1 - Racławicka,Mokotów
Stanisława Augusta,"Apartament z garażem, ul. Stanisława Augusta",4.0,16500.0,110.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26171031.html",52.2449165,21.073432,2.05,M2 - Stadion Narodowy,Praga-Południe
Bednarska,"Mieszkanie umeblowane, ul. Bednarska",3.0,7500.0,74.0,Mariensztat,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26632946.html",52.2458384,21.0205035,0.96,M2 - Centrum Nauki Kopernik,Śródmieście
Apartament umeblowany,Apartament umeblowany,4.0,9500.0,80.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26048705.html",,,,,Mokotów
Krzemieniecka,"Apartament z miejscem parkingowym, ul. Krzemieniecka",3.0,4610.0,58.37,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26649566.html",52.275123,20.9668744,0.41,M1 - Marymont,Bielany
Etiudy Rewolucyjnej,"Mieszkanie umeblowane, ul. Etiudy Rewolucyjnej",1.0,1950.0,32.0,Wyględów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26604997.html",52.1917692,20.9902891,1.69,M1 - Racławicka,Mokotów
Powstańców Śląskich,"Apartament z garażem, ul. Powstańców Śląskich",2.0,3000.0,59.0,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26649287.html",52.2520821,20.9130983,1.52,M2 - Bemowo,Bemowo
Szczęśliwicka,"Mieszkanie z garażem, ul. Szczęśliwicka",2.0,4000.0,50.0,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/25942144.html",52.2100538,20.9647323,2.53,M2 - Rondo Daszyńskiego,Ochota
Apartament z garażem Warszawa,Apartament z garażem Warszawa,3.0,7100.0,70.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26500586.html",,,,,Żoliborz
Wolska,"Mikrokawalerka z garażem, ul. Wolska",1.0,2050.0,15.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26643578.html",52.228927,20.9501263,1.23,M2 - Księcia Janusza,Wola
1 Praskiego Pułku WP,"Kawalerka umeblowana, ul. 1 Praskiego Pułku WP",1.0,2070.0,26.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,kawalerka,z-kuchnia-w-zabudowie/26491019.html",52.2439263,21.2228238,11.93,M2 - Targówek Mieszkaniowy,Praga-Południe
Piwarskiego,"Mieszkanie umeblowane, ul. Piwarskiego",2.0,2500.0,38.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26005326.html",52.1980269,21.0353332,1.52,M1 - Wierzbno,Mokotów
Balonowa,"Mieszkanie umeblowane, ul. Balonowa",2.0,4800.0,46.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26646884.html",52.1946259,20.9993731,1.0,M1 - Racławicka,Mokotów
Sułkowicka,"Apartament 3-pokojowy, ul. Sułkowicka",3.0,12000.0,125.7,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26649162.html",52.2060856,21.0325034,1.61,M1 - Racławicka,Mokotów
Biały Kamień,"Apartament z garażem, ul. Biały Kamień",3.0,7000.0,81.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26601364.html",52.2057927,20.9960278,0.87,M1 - Pole Mokotowskie,Mokotów
Suchodolska,"Mieszkanie umeblowane, ul. Suchodolska",2.0,2500.0,45.95,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26640490.html",52.2419214,21.0743586,2.18,M2 - Stadion Narodowy,Praga-Południe
Przasnyska,"Apartament z garażem, ul. Przasnyska",3.0,8950.0,137.0,Sady Żoliborskie,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26123319.html",52.2617286,20.9673216,1.16,M1 - Marymont,Żoliborz
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,4.0,8900.0,170.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26547404.html",,,,,Mokotów
Okrzei,"Apartament z miejscem parkingowym, ul. Okrzei",4.0,9500.0,70.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26415795.html",52.2484937,21.0293905,0.73,M2 - Dworzec Wileński,Praga-Północ
Obrzeżna,"Apartament z garażem, ul. Obrzeżna",2.0,3990.0,47.0,Służewiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26620549.html",52.1712479,20.9985342,1.82,M1 - Służew,Mokotów
Obrzeżna,"Apartament z garażem, ul. Obrzeżna",2.0,3370.0,45.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26648627.html",52.1712479,20.9985342,1.82,M1 - Służew,Mokotów
Piękna,"Mieszkanie umeblowane, ul. Piękna",3.0,13900.0,140.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26637494.html",52.2240594,21.0259729,0.94,M1 - Politechnika,Śródmieście
Mieszkanie z garażem,Mieszkanie z garażem,3.0,3800.0,80.7,Ursynów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26508653.html",,,,,Ursynów
Krzemieniecka,"Mikrokawalerka z miejscem parkingowym, ul. Krzemieniecka",1.0,2600.0,19.28,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26648856.html",52.275123,20.9668744,0.41,M1 - Marymont,Bielany
Sarmacka,"Apartament z garażem, ul. Sarmacka",5.0,11500.0,160.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26562290.html",52.1579934,21.0810414,2.58,M1 - Imielin,Wilanów
Ludwiki,"Apartament z miejscem parkingowym, ul. Ludwiki",4.0,15000.0,115.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26160810.html",52.2301091,20.960766,0.6,M2 - Płocka,Wola
Gierymskiego,"Mieszkanie umeblowane, ul. Gierymskiego",2.0,2700.0,47.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,nad-jeziorem/26603601.html",52.1985983,21.0360242,1.59,M1 - Wierzbno,Mokotów
Bokserska,"Apartament z garażem, ul. Bokserska",3.0,7500.0,80.0,Służewiec,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-aneksem-kuchennym/26349911.html",52.1675394,21.0063885,1.39,M1 - Służew,Mokotów
Szanajcy,"Mieszkanie 2-pokojowe, ul. Szanajcy",2.0,2300.0,48.26,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26527799.html",52.2621607,21.0273529,1.0,M2 - Dworzec Wileński,Praga-Północ
Kasprowicza,"Mieszkanie umeblowane, ul. Kasprowicza",3.0,4500.0,52.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26624382.html",52.2877584,20.9359645,0.24,M1 - Wawrzyszew,Bielany
Krzemieniecka,"Apartament z miejscem parkingowym, ul. Krzemieniecka",2.0,3690.0,45.45,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26649275.html",52.275123,20.9668744,0.41,M1 - Marymont,Bielany
Blatona,"Mieszkanie, ul. Blatona",1.0,1700.0,35.4,Bemowo,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/24705351.html",52.2580912,20.9234882,2.15,M2 - Ulrychów,Bemowo
Herbu Oksza,"Apartament 2-pokojowy, ul. Herbu Oksza",2.0,2700.0,35.26,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26470532.html",52.2006003,20.8866558,4.56,M2 - Bemowo,Ursus
Cybernetyki,"Mieszkanie umeblowane, ul. Cybernetyki",2.0,3150.0,34.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26648973.html",52.1772752,20.9903564,2.28,M1 - Wilanowska,Mokotów
Czerniakowska,"Mieszkanie umeblowane, ul. Czerniakowska",3.0,2900.0,57.2,Czerniaków,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26619714.html",52.2298977,21.0326079,1.18,M2 - Centrum Nauki Kopernik,Mokotów
Sierakowskiego,"Mieszkanie z garażem, ul. Sierakowskiego",2.0,4150.0,34.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26427617.html",52.2500673,21.0318837,0.5,M2 - Dworzec Wileński,Praga-Północ
Szegedyńska,"Kawalerka umeblowana, ul. Szegedyńska",1.0,2090.0,25.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26597094.html",52.2910328,20.9438413,0.69,M1 - Wawrzyszew,Bielany
Woronicza,"Apartament 3-pokojowy, ul. Woronicza",3.0,5950.0,82.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-oddzielna-kuchnia/26342668.html",52.1880833,20.9886534,2.0,M1 - Racławicka,Mokotów
Apartament z garażem,Apartament z garażem,2.0,3000.0,43.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,przy-lesie/26459505.html",,,,,Wilanów
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,3.0,5700.0,57.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26230710.html",,,,,Praga-Południe
Aleja Polski Walczącej,"Mieszkanie umeblowane, Aleja Polski Walczącej",3.0,6700.0,65.0,Siekierki,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26649065.html",52.205617,21.0640358,3.61,M1 - Racławicka,Mokotów
Noakowskiego,"Mikrokawalerka umeblowana, ul. Noakowskiego",1.0,2800.0,23.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26649215.html",52.2226282,21.0083762,0.61,M1 - Politechnika,Śródmieście
Arkuszowa,"Apartament z miejscem parkingowym, ul. Arkuszowa",3.0,5000.0,87.0,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,nad-rzeka/26593919.html",52.286434,20.8824389,3.23,M1 - Młociny,Bielany
Maciusia,"Mieszkanie umeblowane, ul. Maciusia",2.0,2200.0,34.1,Wawer,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26571022.html",52.2388661,21.1470895,7.12,M2 - Stadion Narodowy,Wawer
Apartament z garażem Warszawa,Apartament z garażem Warszawa,3.0,6500.0,73.0,Sady Żoliborskie,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26600109.html",,,,,Żoliborz
Dzielna,"Mieszkanie umeblowane, ul. Dzielna",1.0,2000.0,35.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/25652775.html",52.2451197,20.9881414,0.9,M1 - Ratusz Arsenał,Śródmieście
Tawerny,"Apartament z garażem, ul. Tawerny",3.0,5500.0,78.0,Marina Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m3,z-kuchnia-z-oknem/26648626.html",52.195502,20.9881374,1.7,M1 - Racławicka,Mokotów
Bogumińska,"Mieszkanie 2-pokojowe, ul. Bogumińska",2.0,2200.0,64.4,Zacisze,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26648442.html",52.2821482,21.0700358,1.22,M2 - Trocka,Zacisze
Grzybowska,"Apartament z garażem, ul. Grzybowska",2.0,5400.0,42.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26635694.html",52.2355815,20.9954807,0.4,M2 - Rondo ONZ,Wola
Targowa,"Mieszkanie 2-pokojowe, ul. Targowa",2.0,3000.0,58.0,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-oddzielna-kuchnia/26626798.html",52.248796,21.0451663,0.16,M2 - Stadion Narodowy,Praga-Północ
Grzybowska,"Mieszkanie umeblowane, ul. Grzybowska",2.0,10000.0,74.0,Śródmieście Północne,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/24652003.html",52.2355815,20.9954807,0.4,M2 - Rondo ONZ,Śródmieście
Krośniewicka,"Mieszkanie umeblowane, ul. Krośniewicka",1.0,3020.0,34.3,Zacisze,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26578975.html",52.2811123,21.0634712,0.81,M2 - Trocka,Zacisze
Słodowiec,"Mieszkanie, ul. Słodowiec",4.0,3200.0,55.53,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-oddzielna-kuchnia/26466739.html",52.2768261,20.9601259,0.04,M1 - Słodowiec,Bielany
Nowy Świat,"Mieszkanie 2-pokojowe, ul. Nowy Świat",2.0,3500.0,43.0,Centrum,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26625914.html",52.2348301,21.0186643,0.2,M2 - Nowy Świat-Uniwersytet,Śródmieście
Żaglowa,"Apartament 2-pokojowy, ul. Żaglowa",2.0,3500.0,52.0,Wyględów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26649161.html",52.1937348,20.9871877,1.81,M1 - Racławicka,Mokotów
Sarmacka,"Apartament z ogródkiem, ul. Sarmacka",5.0,10500.0,160.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26545842.html",52.1579934,21.0810414,2.58,M1 - Imielin,Wilanów
Solec,"Mieszkanie, ul. Solec",1.0,2700.0,29.0,Powiśle,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26648758.html",52.2310219,21.0374508,1.13,M2 - Centrum Nauki Kopernik,Śródmieście
Sielecka,"Mieszkanie umeblowane, ul. Sielecka",2.0,2800.0,33.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26649131.html",52.2041122,21.0392465,1.93,M1 - Racławicka,Mokotów
Obozowa,"Mikrokawalerka umeblowana, ul. Obozowa",1.0,1750.0,20.0,Koło,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26618308.html",52.2466783,20.9615089,0.92,M2 - Młynów,Wola
Łopuszańska,"Apartament 3-pokojowy, ul. Łopuszańska",3.0,4300.0,58.0,Włochy,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26648811.html",52.1923491,20.9471102,4.52,M1 - Racławicka,Włochy
Mieszkanie umeblowane Warszawa,Mieszkanie umeblowane Warszawa,2.0,2700.0,33.33,Ochota,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26648488.html",,,,,Ochota
Kawalerka umeblowana Warszawa,Kawalerka umeblowana Warszawa,1.0,2600.0,27.0,Śródmieście Północne,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26453197.html",,,,,Śródmieście
Krzemieniecka,"Mikrokawalerka z miejscem parkingowym, ul. Krzemieniecka",1.0,2590.0,19.6,Bielany,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26488973.html",52.275123,20.9668744,0.41,M1 - Marymont,Bielany
Wrzeciono,"Mieszkanie umeblowane, ul. Wrzeciono",2.0,2720.0,37.0,Wawrzyszew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26648236.html",52.2928823,20.9399108,0.77,M1 - Młociny,Bielany
Cybernetyki,"Mieszkanie, ul. Cybernetyki",1.0,2690.0,30.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26498104.html",52.1772752,20.9903564,2.28,M1 - Wilanowska,Mokotów
Nalewki,"Apartament z garażem, ul. Nalewki",2.0,2690.0,45.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26621317.html",52.2498295,20.9964478,0.7,M1 - Ratusz Arsenał,Śródmieście
Sengera Cichego,"Mieszkanie umeblowane, ul. Sengera Cichego",5.0,5000.0,120.0,Natolin,"https://warszawa.nieruchomosci-online.pl/mieszkanie,przy-lesie/26513902.html",52.1426881,21.0666402,0.84,M1 - Natolin,Ursynów
Żupnicza,"Mieszkanie z ogródkiem, ul. Żupnicza",2.0,4300.0,40.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26532436.html",52.2533408,21.0707312,1.95,M2 - Stadion Narodowy,Praga-Południe
Zaruby,"Apartament z garażem, ul. Zaruby",4.0,5700.0,102.0,Kabaty,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-kuchnia-z-oknem/26593526.html",52.1297634,21.0729809,0.46,M1 - Kabaty,Ursynów
Międzyborska,"Mieszkanie umeblowane, ul. Międzyborska",1.0,2100.0,36.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26648201.html",52.2419153,21.0770499,2.36,M2 - Stadion Narodowy,
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,2300.0,35.0,Białołęka,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-bloku-mieszkalnym,wysoki-standard/26594918.html",,,,,Białołęka
Fort Piłsudskiego,"Apartament z ogródkiem, ul. Fort Piłsudskiego",2.0,8400.0,64.0,Czerniaków,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/25669150.html",52.1888388,21.0396252,1.46,M1 - Wilanowska,Mokotów
Aleja Niepodległości,"Mieszkanie umeblowane, Aleja Niepodległości",2.0,3100.0,38.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26648385.html",52.1830301,21.0205854,0.33,M1 - Wilanowska,Mokotów
Teodorowicza,"Apartament z garażem, ul. Teodorowicza",2.0,3700.0,44.0,Wilanów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26648382.html",52.1595788,21.0764745,2.37,M1 - Imielin,Wilanów
Hübnera,"Apartament z garażem, ul. Hübnera",2.0,4000.0,45.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie-w-apartamentowcu,wysoki-standard/26648344.html",52.2471225,21.0483111,0.31,M2 - Stadion Narodowy,Żoliborz
Wałowa,"Mieszkanie umeblowane, ul. Wałowa",3.0,3800.0,50.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26617154.html",52.2501949,21.0002259,0.66,M1 - Ratusz Arsenał,Śródmieście
Kasprzaka,"Mieszkanie z garażem, ul. Kasprzaka",3.0,6500.0,53.0,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26599342.html",52.2270997,20.9492441,1.41,M2 - Księcia Janusza,Wola
Strzelecka,"Apartament 2-pokojowy, ul. Strzelecka",2.0,2950.0,33.49,Praga-Północ,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26648795.html",52.262287,21.0425505,0.19,M2 - Szwedzka,Praga-Północ
Franciszkańska,"Mieszkanie umeblowane, ul. Franciszkańska",2.0,2600.0,33.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26648353.html",52.2525429,21.0041151,0.78,M1 - Dworzec Gdański,Śródmieście
Ogrodowa,"Mieszkanie umeblowane, ul. Ogrodowa",2.0,4300.0,44.5,Wola,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-kuchnia-z-oknem/26266327.html",52.2395897,20.9912769,0.85,M1/M2 - Świętokrzyska,Wola
Franciszkańska,"Mieszkanie umeblowane, ul. Franciszkańska",2.0,2999.0,37.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-kuchnia-z-oknem/26648352.html",52.2525429,21.0041151,0.78,M1 - Dworzec Gdański,Śródmieście
Niska,"Apartament z ogródkiem, ul. Niska",4.0,14000.0,130.0,,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m4,z-aneksem-kuchennym/26612217.html",52.2520645,20.9905276,0.69,M1 - Dworzec Gdański,
Mieszkanie umeblowane,Mieszkanie umeblowane,2.0,3400.0,40.0,Ursus,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-oddzielna-kuchnia/26622676.html",,,,,Ursus
Gwiaździsta,"Mieszkanie umeblowane, ul. Gwiaździsta",2.0,3500.0,68.0,Żoliborz,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26635353.html",52.2839185,20.9801861,1.5,M1 - Marymont,Żoliborz
Apartament z miejscem parkingowym,Apartament z miejscem parkingowym,3.0,6300.0,106.0,Śródmieście,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/25763942.html",,,,,Śródmieście
Kurtyki,"Apartament 2-pokojowy, ul. Kurtyki",2.0,3650.0,37.0,Służew,"https://warszawa.nieruchomosci-online.pl/mieszkanie,m2,z-aneksem-kuchennym/26517934.html",52.1811387,21.0007642,1.5,M1 - Wierzbno,Mokotów
Raabego,"Mieszkanie umeblowane, ul. Raabego",2.0,3000.0,49.0,Natolin,"https://warszawa.nieruchomosci-online.pl/mieszkanie,na-wynajem/26590763.html",52.1377313,21.0639195,0.56,M1 - Natolin,Ursynów
Nowaka-Jeziorańskiego,"Mieszkanie umeblowane, ul. Nowaka-Jeziorańskiego",3.0,4820.0,80.0,Praga-Południe,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26550587.html",52.2311395,21.0955074,3.98,M2 - Stadion Narodowy,Praga-Południe
Bukowińska,"Apartament z miejscem parkingowym, ul. Bukowińska",2.0,4150.0,42.0,Mokotów,"https://warszawa.nieruchomosci-online.pl/mieszkanie,z-aneksem-kuchennym/26648731.html",52.1834091,21.0226222,0.33,M1 - Wilanowska,Mokotów
